loinc_code;loinc_display;loinc_component;loinc_property;loinc_system;loinc_scale;loinc_method;loinc_unitofmeasure;loinc_codesystem;loinc_timing
20453-7;Epithelial cells [Presence] in Urine sediment by Light microscopy;Epithelial cells;PrThr;Urine sed;Ord;Microscopy.light;;http://loinc.org;Pt
5787-7;Epithelial cells [#/area] in Urine sediment by Microscopy high power field;Epithelial cells;Naric;Urine sed;Qn;Microscopy.light.HPF;/[HPF];http://loinc.org;Pt
30383-4;Epithelial cells [#/volume] in Urine;Epithelial cells;NCnc;Urine;Qn;;/uL;http://loinc.org;Pt
87926-2;Epithelial cells [#/volume] in Urine by Automated;Epithelial cells;NCnc;Urine;Qn;Automated;/uL;http://loinc.org;Pt
20455-2;Leukocytes [Presence] in Urine sediment by Light microscopy;Leukocytes;PrThr;Urine sed;Ord;Microscopy.light;;http://loinc.org;Pt
5821-4;Leukocytes [#/area] in Urine sediment by Microscopy high power field;Leukocytes;Naric;Urine sed;Qn;Microscopy.light.HPF;/[HPF];http://loinc.org;Pt
50233-6;Leukocyte clumps [#/area] in Urine sediment by Automated count;Leukocyte clumps;Naric;Urine sed;Qn;Automated count;/[HPF];http://loinc.org;Pt
46702-7;Leukocytes [#/area] in Urine sediment by Automated count;Leukocytes;Naric;Urine sed;Qn;Automated count;/[HPF];http://loinc.org;Pt
30405-5;Leukocytes [#/volume] in Urine;Leukocytes;NCnc;Urine;Qn;;/uL;http://loinc.org;Pt
24122-4;Leukocytes [#/volume] in Urine by Manual count;Leukocytes;NCnc;Urine;Qn;Manual count;/uL;http://loinc.org;Pt
51487-7;Leukocytes [#/volume] in Urine by Automated count;Leukocytes;NCnc;Urine;Qn;Automated count;/uL;http://loinc.org;Pt
32776-7;Erythrocytes [Presence] in Urine sediment by Light microscopy;Erythrocytes;PrThr;Urine sed;Ord;Microscopy.light;;http://loinc.org;Pt
13945-1;Erythrocytes [#/area] in Urine sediment by Microscopy high power field;Erythrocytes;Naric;Urine sed;Qn;Microscopy.light.HPF;/[HPF];http://loinc.org;Pt
13945-1;Erythrocytes [#/area] in Urine sediment by Microscopy high power field;Erythrocytes;Naric;Urine sed;Qn;Microscopy.light.HPF;/[HPF];http://loinc.org;Pt
46419-8;Erythrocytes [#/area] in Urine sediment by Automated count;Erythrocytes;Naric;Urine sed;Qn;Automated count;/[HPF];http://loinc.org;Pt
49505-1;Erythrocyte clumps [#/area] in Urine sediment by Automated count;Erythrocyte clumps;Naric;Urine sed;Qn;Automated count;/[HPF];http://loinc.org;Pt
58449-0;Erythrocyte clumps [#/area] in Urine sediment by Microscopy high power field;Erythrocyte clumps;Naric;Urine sed;Qn;Microscopy.light.HPF;/[HPF];http://loinc.org;Pt
30391-7;Erythrocytes [#/volume] in Urine;Erythrocytes;NCnc;Urine;Qn;;/uL;http://loinc.org;Pt
799-7;Erythrocytes [#/volume] in Urine by Manual count;Erythrocytes;NCnc;Urine;Qn;Manual count;/uL;http://loinc.org;Pt
798-9;Erythrocytes [#/volume] in Urine by Automated count;Erythrocytes;NCnc;Urine;Qn;Automated count;/uL;http://loinc.org;Pt
58444-1;Erythrocytes.dysmorphic [Presence] in Urine sediment by Light microscopy;Erythrocytes.dysmorphic;PrThr;Urine sed;Ord;Microscopy.light;;http://loinc.org;Pt
X099209;Sel blas urine;;;Urine;Nom;;;http://terminology.kemkes.go.id/CodeSystem/examination;Pt
58433-4;Crystals panel - Urine sediment;Crystals panel;-;Urine sed;Qn;;;http://loinc.org;Pt
5782-8;Crystals [type] in Urine sediment by Light microscopy;Crystals;Prid;Urine sed;Nom;Microscopy.light;;http://loinc.org;Pt
87828-0;Crystals [Presence] in Urine;Crystals;PrThr;Urine;Ord;;;http://loinc.org;Pt
49755-2;Crystals [Presence] in Urine sediment by Light microscopy;Crystals;PrThr;Urine sed;Ord;Microscopy.light;;http://loinc.org;Pt
38459-4;Crystals [#/area] in Urine sediment by Microscopy high power field;Crystals;Naric;Urine sed;Qn;Microscopy.light.HPF;/[HPF];http://loinc.org;Pt
51482-8;Crystals [#/volume] in Urine by Automated count;Crystals;NCnc;Urine;Qn;Automated count;/uL;http://loinc.org;Pt
58442-5;Other elements [Identifier] in Urine sediment by Light microscopy;Other elements;Prid;Urine sed;Nom;Microscopy.light;;http://loinc.org;Pt
58442-5;Other elements [Identifier] in Urine sediment by Light microscopy;Other elements;Prid;Urine sed;Nom;Microscopy.light;;http://loinc.org;Pt
58442-5;Other elements [Identifier] in Urine sediment by Light microscopy;Other elements;Prid;Urine sed;Nom;Microscopy.light;;http://loinc.org;Pt
25158-7;Oval fat bodies (globules) [Presence] in Urine sediment by Light microscopy;Oval fat bodies (globules);PrThr;Urine sed;Ord;Microscopy.light;;http://loinc.org;Pt
33222-1;Oval fat bodies (globules) [#/area] in Urine sediment by Automated count;Oval fat bodies (globules);Naric;Urine sed;Qn;Automated count;/[HPF];http://loinc.org;Pt
5788-5;Oval fat bodies (globules) [#/area] in Urine sediment by Microscopy high power field;Oval fat bodies (globules);Naric;Urine sed;Qn;Microscopy.light.HPF;/[HPF];http://loinc.org;Pt
2889-4;Protein [Mass/time] in 24 hour Urine;Protein;MRat;Urine;Qn;;g/(24.h);http://loinc.org;24H
2889-4;Protein [Mass/time] in 24 hour Urine;Protein;MRat;Urine;Qn;;g/(24.h);http://loinc.org;24H
4644-1;Hemosiderin [Presence] in Urine;Hemosiderin;PrThr;Urine;Ord;;;http://loinc.org;Pt
2640-1;Myoglobin [Presence] in Urine;Myoglobin;PrThr;Urine;Ord;;;http://loinc.org;Pt
1753-3;Albumin [Presence] in Urine;Albumin;PrThr;Urine;Ord;;;http://loinc.org;Pt
50949-7;Albumin [Presence] in Urine by Test strip;Albumin;PrThr;Urine;Ord;Test strip;;http://loinc.org;Pt
1754-1;Albumin [Mass/volume] in Urine;Albumin;MCnc;Urine;Qn;;g/dL;http://loinc.org;Pt
95232-5;Microalbumin [Presence] in Urine by Test strip;Albumin;PrThr;Urine;Ord;Detection limit <= 20 mg/L test strip;;http://loinc.org;Pt
57735-3;Protein [Presence] in Urine by Automated test strip;Protein;PrThr;Urine;Ord;Test strip.automated;;http://loinc.org;Pt
2888-6;Protein [Mass/volume] in Urine;Protein;MCnc;Urine;Qn;;g/dL;http://loinc.org;Pt
5804-0;Protein [Mass/volume] in Urine by Test strip;Protein;MCnc;Urine;Qn;Test strip;mg/dL;http://loinc.org;Pt
21482-5;Protein [Mass/volume] in 24 hour Urine;Protein;MCnc;Urine;Qn;;g/dL;http://loinc.org;24H
2889-4;Protein [Mass/time] in 24 hour Urine;Protein;MRat;Urine;Qn;;g/(24.h);http://loinc.org;24H
2890-2;Protein/Creatinine [Mass Ratio] in Urine;Protein/Creatinine;MRto;Urine;Qn;;mg/g{creat};http://loinc.org;Pt
2474-5;Indicans [Presence] in Urine;Indicans;PrThr;Urine;Ord;;;http://loinc.org;Pt
2695-5;Osmolality of Urine;Osmolality;Osmol;Urine;Qn;;mosm/kg;http://loinc.org;Pt
2112-1;Choriogonadotropin.beta subunit (pregnancy test) [Presence] in Urine;Choriogonadotropin.beta subunit (pregnancy test);PrThr;Urine;Ord;;;http://loinc.org;Pt
2112-1;Choriogonadotropin.beta subunit (pregnancy test) [Presence] in Urine;Choriogonadotropin.beta subunit (pregnancy test);PrThr;Urine;Ord;;;http://loinc.org;Pt
2112-1;Choriogonadotropin.beta subunit (pregnancy test) [Presence] in Urine;Choriogonadotropin.beta subunit (pregnancy test);PrThr;Urine;Ord;;;http://loinc.org;Pt
25372-4;Choriogonadotropin [Units/volume] in Urine;Choriogonadotropin;ACnc;Urine;Qn;;[IU]/L;http://loinc.org;Pt
25372-4;Choriogonadotropin [Units/volume] in Urine;Choriogonadotropin;ACnc;Urine;Qn;;[IU]/L;http://loinc.org;Pt
15067-2;Follitropin [Units/volume] in Serum or Plasma;Follitropin;ACnc;Ser/Plas;Qn;;m[IU]/mL;http://loinc.org;Pt
34539-7;Protein electrophoresis panel - Urine;Protein fractions panel;-;Urine;Qn;Electrophoresis;;http://loinc.org;Pt
81231-3;Protein electrophoresis panel - 24 hour Urine;Protein fractions panel;-;Urine;-;Electrophoresis;;http://loinc.org;24H
2888-6;Protein [Mass/volume] in Urine;Protein;MCnc;Urine;Qn;;g/dL;http://loinc.org;Pt
2889-4;Protein [Mass/time] in 24 hour Urine;Protein;MRat;Urine;Qn;;g/(24.h);http://loinc.org;24H
6942-7;Albumin [Mass/volume] in Urine by Electrophoresis;Albumin;MCnc;Urine;Qn;Electrophoresis;g/dL;http://loinc.org;Pt
6941-9;Albumin [Mass/time] in 24 hour Urine by Electrophoresis;Albumin;MRat;Urine;Qn;Electrophoresis;g/(24.h);http://loinc.org;24H
13990-7;Alpha 1 globulin/Protein.total in Urine by Electrophoresis;Alpha 1 globulin/Protein.total;MFr;Urine;Qn;Electrophoresis;%;http://loinc.org;Pt
9734-5;Alpha 1 globulin [Mass/volume] in Urine by Electrophoresis;Alpha 1 globulin;MCnc;Urine;Qn;Electrophoresis;g/dL;http://loinc.org;Pt
13984-0;Alpha 1 globulin/Protein.total in 24 hour Urine by Electrophoresis;Alpha 1 globulin/Protein.total;MFr;Urine;Qn;Electrophoresis;%;http://loinc.org;24H
6794-2;Alpha 1 globulin [Mass/time] in 24 hour Urine by Electrophoresis;Alpha 1 globulin;MRat;Urine;Qn;Electrophoresis;mg/(24.h);http://loinc.org;24H
13993-1;Alpha 2 globulin/Protein.total in Urine by Electrophoresis;Alpha 2 globulin/Protein.total;MFr;Urine;Qn;Electrophoresis;%;http://loinc.org;Pt
38190-5;Alpha 2 globulin [Mass/volume] in Urine by Electrophoresis;Alpha 2 globulin;MCnc;Urine;Qn;Electrophoresis;mg/dL;http://loinc.org;Pt
13987-3;Alpha 2 globulin/Protein.total in 24 hour Urine by Electrophoresis;Alpha 2 globulin/Protein.total;MFr;Urine;Qn;Electrophoresis;%;http://loinc.org;24H
6795-9;Alpha 2 globulin [Mass/time] in 24 hour Urine by Electrophoresis;Alpha 2 globulin;MRat;Urine;Qn;Electrophoresis;mg/(24.h);http://loinc.org;24H
13994-9;Beta globulin/Protein.total in Urine by Electrophoresis;Beta globulin/Protein.total;MFr;Urine;Qn;Electrophoresis;%;http://loinc.org;Pt
9744-4;Beta globulin [Mass/volume] in Urine by Electrophoresis;Beta globulin;MCnc;Urine;Qn;Electrophoresis;g/dL;http://loinc.org;Pt
13988-1;Beta globulin/Protein.total in 24 hour Urine by Electrophoresis;Beta globulin/Protein.total;MFr;Urine;Qn;Electrophoresis;%;http://loinc.org;24H
94714-3;Beta globulin [Mass/time] in 24 hour Urine by Electrophoresis;Beta globulin;MRat;Urine;Qn;Electrophoresis;mg/(24.h);http://loinc.org;24H
13995-6;Gamma globulin/Protein.total in Urine by Electrophoresis;Gamma globulin/Protein.total;MFr;Urine;Qn;Electrophoresis;%;http://loinc.org;Pt
9745-1;Gamma globulin [Mass/volume] in Urine by Electrophoresis;Gamma globulin;MCnc;Urine;Qn;Electrophoresis;g/dL;http://loinc.org;Pt
13989-9;Gamma globulin/Protein.total in 24 hour Urine by Electrophoresis;Gamma globulin/Protein.total;MFr;Urine;Qn;Electrophoresis;%;http://loinc.org;24H
94715-0;Gamma globulin [Mass/time] in 24 hour Urine by Electrophoresis;Gamma globulin;MRat;Urine;Qn;Electrophoresis;mg/(24.h);http://loinc.org;24H
9405-2;Albumin/Globulin [Mass Ratio] in Urine;Albumin/Globulin;MRto;Urine;Qn;;{ratio};http://loinc.org;Pt
44293-9;Albumin/Globulin [Mass Ratio] in Urine by Electrophoresis;Albumin/Globulin;MRto;Urine;Qn;Electrophoresis;{ratio};http://loinc.org;Pt
9406-0;Albumin/Globulin [Mass Ratio] in 24 hour Urine;Albumin/Globulin;MRto;Urine;Qn;;{ratio};http://loinc.org;24H
44294-7;Albumin/Globulin [Mass Ratio] in 24 hour Urine by Electrophoresis;Albumin/Globulin;MRto;Urine;Qn;Electrophoresis;{ratio};http://loinc.org;24H
14957-5;Microalbumin [Mass/volume] in Urine;Albumin;MCnc;Urine;Qn;Detection limit <= 20 mg/L;"ug/mL;mg/dL";http://loinc.org;Pt
14957-5;Microalbumin [Mass/volume] in Urine;Albumin;MCnc;Urine;Qn;Detection limit <= 20 mg/L;"ug/mL;mg/dL";http://loinc.org;Pt
14957-5;Microalbumin [Mass/volume] in Urine;Albumin;MCnc;Urine;Qn;Detection limit <= 20 mg/L;"ug/mL;mg/dL";http://loinc.org;Pt
14957-5;Microalbumin [Mass/volume] in Urine;Albumin;MCnc;Urine;Qn;Detection limit <= 20 mg/L;"ug/mL;mg/dL";http://loinc.org;Pt
2161-8;Creatinine [Mass/volume] in Urine;Creatinine;MCnc;Urine;Qn;;mg/dL;http://loinc.org;Pt
2161-8;Creatinine [Mass/volume] in Urine;Creatinine;MCnc;Urine;Qn;;mg/dL;http://loinc.org;Pt
2161-8;Creatinine [Mass/volume] in Urine;Creatinine;MCnc;Urine;Qn;;mg/dL;http://loinc.org;Pt
14959-1;Microalbumin/Creatinine [Mass Ratio] in Urine;Albumin/Creatinine;MRto;Urine;Qn;Detection limit <= 20 mg/L;mg/g{creat};http://loinc.org;Pt
14959-1;Microalbumin/Creatinine [Mass Ratio] in Urine;Albumin/Creatinine;MRto;Urine;Qn;Detection limit <= 20 mg/L;mg/g{creat};http://loinc.org;Pt
3167-4;Volume of 24 hour Urine;Specimen volume;Vol;Urine;Qn;;L;http://loinc.org;24H
30003-8;Microalbumin [Mass/volume] in 24 hour Urine;Albumin;MCnc;Urine;Qn;Detection limit <= 20 mg/L;"ug/mL;mg/dL";http://loinc.org;24H
14956-7;Microalbumin [Mass/time] in 24 hour Urine;Albumin;MRat;Urine;Qn;Detection limit <= 20 mg/L;mg/(24.h);http://loinc.org;24H
14956-7;Microalbumin [Mass/time] in 24 hour Urine;Albumin;MRat;Urine;Qn;Detection limit <= 20 mg/L;mg/(24.h);http://loinc.org;24H
14956-7;Microalbumin [Mass/time] in 24 hour Urine;Albumin;MRat;Urine;Qn;Detection limit <= 20 mg/L;mg/(24.h);http://loinc.org;24H
3087-4;Urate [Mass/time] in 24 hour Urine;Urate;MRat;Urine;Qn;;g/(24.h);http://loinc.org;24H
3087-4;Urate [Mass/time] in 24 hour Urine;Urate;MRat;Urine;Qn;;g/(24.h);http://loinc.org;24H
2484-4;Insulin-like growth factor-I [Mass/volume] in Serum or Plasma;Insulin-like growth factor-I;MCnc;Ser/Plas;Qn;;ng/mL;http://loinc.org;Pt
2484-4;Insulin-like growth factor-I [Mass/volume] in Serum or Plasma;Insulin-like growth factor-I;MCnc;Ser/Plas;Qn;;ng/mL;http://loinc.org;Pt
2484-4;Insulin-like growth factor-I [Mass/volume] in Serum or Plasma;Insulin-like growth factor-I;MCnc;Ser/Plas;Qn;;ng/mL;http://loinc.org;Pt
2484-4;Insulin-like growth factor-I [Mass/volume] in Serum or Plasma;Insulin-like growth factor-I;MCnc;Ser/Plas;Qn;;ng/mL;http://loinc.org;Pt
2484-4;Insulin-like growth factor-I [Mass/volume] in Serum or Plasma;Insulin-like growth factor-I;MCnc;Ser/Plas;Qn;;ng/mL;http://loinc.org;Pt
2915-7;Renin [Enzymatic activity/volume] in Plasma;Renin;CCnc;Plas;Qn;;ng/mL/h;http://loinc.org;Pt
35570-1;Renin [Mass/volume] in Plasma;Renin;MCnc;Plas;Qn;;ng/L;http://loinc.org;Pt
80525-9;Uroflowmetry panel;Uroflowmetry panel;-;Genitourinary system;-;Uroflowmetry;;http://loinc.org;Pt
80519-2;Maximum Urine flow by Uroflowmetry;Urine flow.max;VRat;Genitourinary system;Qn;Uroflowmetry;mL/s;http://loinc.org;Pt
80522-6;Mean urine flow by Uroflowmetry;Urine flow.mean;VRat;Genitourinary system;Qn;Uroflowmetry;mL/s;http://loinc.org;Pt
80523-4;Urine output by Uroflowmetry;Fluid output.urine;Vol;Genitourinary system;Qn;Uroflowmetry;mL;http://loinc.org;Pt
80526-7;Time to max urine flow by Uroflowmetry;Time to max urine flow;Time;Genitourinary system;Qn;Uroflowmetry;s;http://loinc.org;Pt
80520-0;Flow time by Uroflowmetry;Flow time;Time;Urine;Qn;Uroflowmetry;s;http://loinc.org;Pt
80524-2;Voiding time by Uroflowmetry;Voiding time;Time;Urine;Qn;Uroflowmetry;s;http://loinc.org;Pt
9197-5;Urine output --post void;Fluid output.urine^post void;Vol;Urinary tract;Qn;;mL;http://loinc.org;Pt
1952-1;Beta-2-Microglobulin [Mass/volume] in Serum or Plasma;Beta-2-Microglobulin;MCnc;Ser/Plas;Qn;;"mg/L;ug/mL";http://loinc.org;Pt
83078-6;Beta-2-Microglobulin [Mass/volume] in Serum or Plasma by Immunoassay;Beta-2-Microglobulin;MCnc;Ser/Plas;Qn;IA;mg/L;http://loinc.org;Pt
3968-5;Phenytoin [Mass/volume] in Serum or Plasma;Phenytoin;MCnc;Ser/Plas;Qn;;ug/mL;http://loinc.org;Pt
10535-3;Digoxin [Mass/volume] in Serum or Plasma;Digoxin;MCnc;Ser/Plas;Qn;;ng/mL;http://loinc.org;Pt
83093-5;Digoxin [Mass/volume] in Serum or Plasma by Immunoassay;Digoxin;MCnc;Ser/Plas;Qn;IA;ng/mL;http://loinc.org;Pt
3432-2;carBAMazepine [Mass/volume] in Serum or Plasma;carBAMazepine;MCnc;Ser/Plas;Qn;;ug/mL;http://loinc.org;Pt
3520-4;cycloSPORINE [Mass/volume] in Blood;cycloSPORINE;MCnc;Bld;Qn;;ng/mL;http://loinc.org;Pt
16703-1;cycloSPORINE [Mass/volume] in Plasma;cycloSPORINE;MCnc;Plas;Qn;;ng/mL;http://loinc.org;Pt
14978-1;cycloSPORINE [Mass/volume] in Blood by Immunoassay;cycloSPORINE;MCnc;Bld;Qn;IA;ug/L;http://loinc.org;Pt
4047-7;Theophylline [Mass/volume] in Blood;Theophylline;MCnc;Bld;Qn;;ug/mL;http://loinc.org;Pt
3948-7;PHENobarbital [Mass/volume] in Serum or Plasma;PHENobarbital;MCnc;Ser/Plas;Qn;;ug/mL;http://loinc.org;Pt
3948-7;PHENobarbital [Mass/volume] in Serum or Plasma;PHENobarbital;MCnc;Ser/Plas;Qn;;ug/mL;http://loinc.org;Pt
35669-1;Amikacin [Mass/volume] in Serum or Plasma;Amikacin;MCnc;Ser/Plas;Qn;;mg/L;http://loinc.org;Pt
3349-8;Amphetamines [Presence] in Urine;Amphetamines;PrThr;Urine;Ord;;;http://loinc.org;Pt
19343-3;Amphetamine [Presence] in Urine by Screen method;Amphetamine;PrThr;Urine;Ord;Screen;;http://loinc.org;Pt
19344-1;Amphetamine [Presence] in Urine by Confirmatory method;Amphetamine;PrThr;Urine;Ord;Confirm;;http://loinc.org;Pt
3390-2;Benzodiazepines [Presence] in Urine;Benzodiazepines;PrThr;Urine;Ord;;;http://loinc.org;Pt
14316-4;Benzodiazepines [Presence] in Urine by Screen method;Benzodiazepines;PrThr;Urine;Ord;Screen;;http://loinc.org;Pt
16195-0;Benzodiazepines [Presence] in Urine by Confirmatory method;Benzodiazepines;PrThr;Urine;Ord;Confirm;;http://loinc.org;Pt
3397-7;Cocaine [Presence] in Urine;Cocaine;PrThr;Urine;Ord;;;http://loinc.org;Pt
19359-9;Cocaine [Presence] in Urine by Screen method;Cocaine;PrThr;Urine;Ord;Screen;;http://loinc.org;Pt
19360-7;Cocaine [Presence] in Urine by Confirmatory method;Cocaine;PrThr;Urine;Ord;Confirm;;http://loinc.org;Pt
3427-2;Cannabinoids [Presence] in Urine;Cannabinoids;PrThr;Urine;Ord;;;http://loinc.org;Pt
18282-4;Cannabinoids [Presence] in Urine by Screen method;Cannabinoids;PrThr;Urine;Ord;Screen;;http://loinc.org;Pt
19289-8;Cannabinoids [Presence] in Urine by Confirmatory method;Cannabinoids;PrThr;Urine;Ord;Confirm;;http://loinc.org;Pt
3427-2;Cannabinoids [Presence] in Urine;Cannabinoids;PrThr;Urine;Ord;;;http://loinc.org;Pt
18282-4;Cannabinoids [Presence] in Urine by Screen method;Cannabinoids;PrThr;Urine;Ord;Screen;;http://loinc.org;Pt
19289-8;Cannabinoids [Presence] in Urine by Confirmatory method;Cannabinoids;PrThr;Urine;Ord;Confirm;;http://loinc.org;Pt
3779-6;Methamphetamine [Presence] in Urine;Methamphetamine;PrThr;Urine;Ord;;;http://loinc.org;Pt
19554-5;Methamphetamine [Presence] in Urine by Screen method;Methamphetamine;PrThr;Urine;Ord;Screen;;http://loinc.org;Pt
19555-2;Methamphetamine [Presence] in Urine by Confirmatory method;Methamphetamine;PrThr;Urine;Ord;Confirm;;http://loinc.org;Pt
3830-7;Morphine [Presence] in Urine;Morphine;PrThr;Urine;Ord;;;http://loinc.org;Pt
19597-4;Morphine [Presence] in Urine by Screen method;Morphine;PrThr;Urine;Ord;Screen;;http://loinc.org;Pt
16196-8;Morphine [Presence] in Urine by Confirmatory method;Morphine;PrThr;Urine;Ord;Confirm;;http://loinc.org;Pt
3879-4;Opiates [Presence] in Urine;Opiates;PrThr;Urine;Ord;;;http://loinc.org;Pt
19295-5;Opiates [Presence] in Urine by Screen method;Opiates;PrThr;Urine;Ord;Screen;;http://loinc.org;Pt
18390-5;Opiates [Presence] in Urine by Confirmatory method;Opiates;PrThr;Urine;Ord;Confirm;;http://loinc.org;Pt
3377-9;Barbiturates [Presence] in Urine;Barbiturates;PrThr;Urine;Ord;;;http://loinc.org;Pt
19270-8;Barbiturates [Presence] in Urine by Screen method;Barbiturates;PrThr;Urine;Ord;Screen;;http://loinc.org;Pt
16429-3;Barbiturates [Presence] in Urine by Confirmatory method;Barbiturates;PrThr;Urine;Ord;Confirm;;http://loinc.org;Pt
3936-2;Phencyclidine [Presence] in Urine;Phencyclidine;PrThr;Urine;Ord;;;http://loinc.org;Pt
19659-2;Phencyclidine [Presence] in Urine by Screen method;Phencyclidine;PrThr;Urine;Ord;Screen;;http://loinc.org;Pt
18392-1;Phencyclidine [Presence] in Urine by Confirmatory method;Phencyclidine;PrThr;Urine;Ord;Confirm;;http://loinc.org;Pt
12293-7;Cotinine [Presence] in Urine;Cotinine;PrThr;Urine;Ord;;;http://loinc.org;Pt
59646-0;Cotinine [Presence] in Urine by Screen method;Cotinine;PrThr;Urine;Ord;Screen;;http://loinc.org;Pt
35642-8;Cotinine [Presence] in Urine by Confirmatory method;Cotinine;PrThr;Urine;Ord;Confirm;;http://loinc.org;Pt
10366-3;Cotinine [Mass/volume] in Urine;Cotinine;MCnc;Urine;Qn;;ng/mL;http://loinc.org;Pt
72786-7;Cotinine [Mass/volume] in Urine by Screen method;Cotinine;MCnc;Urine;Qn;Screen;ng/mL;http://loinc.org;Pt
92643-6;Cotinine [Mass/volume] in Urine by Confirmatory method;Cotinine;MCnc;Urine;Qn;Confirm;ng/mL;http://loinc.org;Pt
5644-0;Ethanol [Presence] in Urine;Ethanol;PrThr;Urine;Ord;;;http://loinc.org;Pt
42242-8;Ethanol [Presence] in Urine by Screen method;Ethanol;PrThr;Urine;Ord;Screen;;http://loinc.org;Pt
34180-0;Ethanol [Presence] in Urine by Confirmatory method;Ethanol;PrThr;Urine;Ord;Confirm;;http://loinc.org;Pt
5694-5;Methanol [Presence] in Urine;Methanol;PrThr;Urine;Ord;;;http://loinc.org;Pt
34181-8;Methanol [Presence] in Urine by Confirmatory method;Methanol;PrThr;Urine;Ord;Confirm;;http://loinc.org;Pt
5670-5;Isopropanol [Presence] in Urine;Isopropanol;PrThr;Urine;Ord;;;http://loinc.org;Pt
3774-7;Methadone [Mass/volume] in Urine;Methadone;MCnc;Urine;Qn;;ug/L;http://loinc.org;Pt
70147-4;Methadone [Mass/volume] in Urine by Screen method;Methadone;MCnc;Urine;Qn;Screen;ng/mL;http://loinc.org;Pt
16246-1;Methadone [Mass/volume] in Urine by Confirmatory method;Methadone;MCnc;Urine;Qn;Confirm;ng/mL;http://loinc.org;Pt
3545-1;Propoxyphene [Mass/volume] in Urine;Propoxyphene;MCnc;Urine;Qn;;ng/mL;http://loinc.org;Pt
16242-0;Propoxyphene [Mass/volume] in Urine by Confirmatory method;Propoxyphene;MCnc;Urine;Qn;Confirm;ng/mL;http://loinc.org;Pt
6693-6;Mercury [Mass/time] in 24 hour Urine;Mercury;MRat;Urine;Qn;;ug/(24.H);http://loinc.org;24H
29586-5;Immunoelectrophoresis panel - Serum;Immunoelectrophoresis panel;-;Ser;-;;;http://loinc.org;Pt
13169-8;Immunoelectrophoresis for Serum or Plasma;Interpretation;Imp;Ser/Plas;Nom;Immunoelectrophoresis;;http://loinc.org;Pt
49275-1;Immunofixation for Serum or Plasma Narrative;Interpretation;Imp;Ser/Plas;Nar;Immunofixation;;http://loinc.org;Pt
25700-6;Immunofixation for Serum or Plasma;Interpretation;Imp;Ser/Plas;Nom;Immunofixation;;http://loinc.org;Pt
9407-8;Alpha 1 antitrypsin [Mass/volume] in Stool;Alpha 1 antitrypsin;MCnc;Stool;Qn;;mg/dL;http://loinc.org;Pt
74990-3;Alpha 1 antitrypsin [Mass/time] in 24 hour Stool;Alpha 1 antitrypsin;MRat;Stool;Qn;;mg/(24.h);http://loinc.org;24H
1825-9;Alpha 1 antitrypsin [Mass/volume] in Serum or Plasma;Alpha 1 antitrypsin;MCnc;Ser/Plas;Qn;;mg/dL;http://loinc.org;Pt
6771-0;Alpha 1 antitrypsin [Mass/volume] in Serum or Plasma by Nephelometry;Alpha 1 antitrypsin;MCnc;Ser/Plas;Qn;Nephelometry;g/L;http://loinc.org;Pt
32769-2;Alpha 1 antitrypsin phenotype [Interpretation] in Serum or Plasma;Alpha 1 antitrypsin phenotype;Imp;Ser/Plas;Nom;;;http://loinc.org;Pt
6770-2;Alpha 1 antitrypsin phenotype [Identifier] in Serum or Plasma by Immunofixation;Alpha 1 antitrypsin phenotype;Prid;Ser/Plas;Nom;Immunofixation;;http://loinc.org;Pt
33959-8;Procalcitonin [Mass/volume] in Serum or Plasma;Procalcitonin;MCnc;Ser/Plas;Qn;;ng/mL;http://loinc.org;Pt
32721-3;Tacrolimus [Mass/volume] in Serum or Plasma;Tacrolimus;MCnc;Ser/Plas;Qn;;ng/mL;http://loinc.org;Pt
32721-3;Tacrolimus [Mass/volume] in Serum or Plasma;Tacrolimus;MCnc;Ser/Plas;Qn;;ng/mL;http://loinc.org;Pt
32721-3;Tacrolimus [Mass/volume] in Serum or Plasma;Tacrolimus;MCnc;Ser/Plas;Qn;;ng/mL;http://loinc.org;Pt
30522-7;C reactive protein [Mass/volume] in Serum or Plasma by High sensitivity method;C reactive protein;MCnc;Ser/Plas;Qn;High sensitivity;mg/L;http://loinc.org;Pt
30522-7;C reactive protein [Mass/volume] in Serum or Plasma by High sensitivity method;C reactive protein;MCnc;Ser/Plas;Qn;High sensitivity;mg/L;http://loinc.org;Pt
